,,Course Title,Term,"Deeper
 under- standing
 of the subject
 matter.","Interest in the
 subject matter
 was stimulated.","Effective use of
 instructional
 technology.",Activities in course supported my learning.,Effort needed to succeed is reasonable.,"Grading
 standards
 were clear.","I would
 recommend
 this course.",# Resp
ABUS,4545,Defying Workplace Racial Bias,Spr 2024,5.71,5.71,5.86,5.86,5.57,5.57,5.71,7
ABUS,4545,Defying Workplace Racial Bias,Sum 2024,5.00,5.00,4.50,4.50,5.50,5.50,5.50,4
ABUS,4545,Defying Workplace Racial Bias,Fall 2024,6.00,5.00,5.00,5.50,6.00,6.00,5.50,2
ABUS,4545,Defying Workplace Racial Bias,Spr 2025,5.57,5.29,5.71,5.29,5.57,5.86,5.29,7
ABUS,4571,Grant Writ Health & Nonprofit,Fall 2020,5.00,4.40,5.20,5.20,4.40,5.20,4.60,5
ABUS,4571,Grant Writ Health & Nonprofit,Spr 2021,5.54,5.38,5.58,5.38,5.46,5.23,5.23,13
ABUS,4571,Grant Writ Health & Nonprofit,Fall 2021,4.33,4.17,5.00,4.33,4.00,3.67,4.17,6
ABUS,4571,Grant Writ Health & Nonprofit,Spr 2022,6.00,5.40,5.40,5.60,5.60,5.20,5.80,5
ABUS,4571,Grant Writ Health & Nonprofit,Fall 2022,4.00,4.00,5.00,4.00,3.00,3.00,3.00,1
ABUS,4571,Grant Writ Health & Nonprofit,Spr 2023,5.33,5.00,5.33,5.33,5.00,5.33,5.33,3
ABUS,4571,Grant Writ Health & Nonprofit,Fall 2024,5.00,4.33,4.67,5.33,4.00,4.17,4.50,6
ABUS,4571,Grant Writ Health & Nonprofit,Spr 2025,5.11,4.44,5.00,5.11,4.11,4.11,3.44,9
ABUS,4701,Introduction to Marketing,Fall 2020,5.00,5.00,4.00,4.00,5.00,5.00,5.00,1
ABUS,4701,Introduction to Marketing,Spr 2021,5.00,4.67,5.67,5.33,5.33,5.00,5.33,3
ABUS,4701,Introduction to Marketing,Fall 2021,4.50,4.50,4.50,5.00,5.00,4.50,5.00,2
ABUS,4701,Introduction to Marketing,Spr 2022,5.33,5.17,5.83,5.33,5.67,5.50,5.50,6
ABUS,4701,Introduction to Marketing,Fall 2022,5.33,5.33,5.33,5.33,5.33,5.33,5.33,3
ABUS,4701,Introduction to Marketing,Spr 2023,4.67,4.33,4.67,3.00,4.33,5.00,3.67,3
ABUS,4701,Introduction to Marketing,Fall 2023,5.25,5.25,5.25,5.25,5.25,5.25,5.25,4
ABUS,4701,Introduction to Marketing,Spr 2024,5.57,5.33,5.43,5.50,5.57,5.57,5.43,8
ABUS,4701,Introduction to Marketing,Fall 2024,5.67,6.00,5.67,5.67,5.67,5.67,5.67,3
ABUS,4701,Introduction to Marketing,Spr 2025,4.80,4.60,4.80,4.50,4.80,5.20,4.60,5
ABUS,4702,Applied Digital Marketing,Fall 2020,4.45,4.36,4.55,4.18,3.27,3.09,3.64,11
ABUS,4702,Applied Digital Marketing,Spr 2021,5.75,6.00,5.75,5.25,5.25,5.25,5.75,4
ABUS,4702,Applied Digital Marketing,Fall 2021,5.00,4.91,4.92,4.58,3.75,3.92,4.58,12
ABUS,4702,Applied Digital Marketing,Spr 2022,5.67,5.17,4.83,5.00,4.33,4.83,4.50,6
ABUS,4702,Applied Digital Marketing,Fall 2022,4.00,4.00,4.00,3.00,4.00,2.00,3.00,1
ABUS,4702,Applied Digital Marketing,Spr 2023,4.00,3.50,4.00,4.17,3.17,2.67,3.33,6
ABUS,4702,Applied Digital Marketing,Sum 2023,4.00,2.00,3.00,4.00,2.00,4.00,3.00,1
ABUS,4702,Applied Digital Marketing,Fall 2023,5.11,4.89,5.00,4.89,4.44,4.33,4.44,9
ABUS,4702,Applied Digital Marketing,Spr 2024,4.64,4.45,4.82,4.30,4.45,3.73,4.09,11
ABUS,4702,Applied Digital Marketing,Sum 2024,6.00,5.00,5.00,6.00,5.00,5.00,6.00,2
ABUS,4702,Applied Digital Marketing,Fall 2024,4.67,4.50,4.67,4.33,3.67,3.50,3.50,6
ABUS,4702,Applied Digital Marketing,Spr 2025,4.71,4.14,4.17,4.43,4.71,4.43,3.86,7
ABUS,4703,Mrkting Professional Practice,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ABUS,4703,Mrkting Professional Practice,Spr 2022,4.50,5.00,3.50,4.50,5.50,5.50,4.00,2
ABUS,4703,Mrkting Professional Practice,Spr 2023,5.67,6.00,5.67,5.50,5.67,6.00,6.00,3
ABUS,4705,Leadership & Mgmt Prof Pract,Fall 2020,4.00,4.00,5.00,4.00,6.00,6.00,4.00,1
ABUS,4013W,"Law, Ethics, & Risk for Mgrs",Fall 2020,6.00,5.50,5.50,5.50,5.50,5.50,5.50,2
ABUS,4013W,"Law, Ethics, & Risk for Mgrs",Spr 2021,4.75,4.75,4.25,4.75,4.75,4.75,3.25,4
ABUS,4013W,"Law, Ethics, & Risk for Mgrs",Fall 2021,5.33,4.33,6.00,5.67,6.00,6.00,5.33,4
ABUS,4013W,"Law, Ethics, & Risk for Mgrs",Spr 2022,4.00,2.00,2.50,5.00,4.50,4.00,3.00,2
ABUS,4013W,"Law, Ethics, & Risk for Mgrs",Fall 2022,5.50,5.75,5.75,5.75,5.75,5.75,5.75,4
ABUS,4013W,"Law, Ethics, & Risk for Mgrs",Spr 2023,5.00,5.00,5.33,5.33,5.33,5.33,5.33,3
ABUS,4013W,"Law, Ethics, & Risk for Mgrs",Fall 2023,5.60,5.60,5.40,5.80,5.80,5.60,5.80,5
ABUS,4013W,"Law, Ethics, & Risk for Mgrs",Spr 2024,4.75,4.25,4.50,5.25,4.75,5.00,4.25,4
ABUS,4013W,"Law, Ethics, & Risk for Mgrs",Fall 2024,4.60,4.00,5.00,5.00,5.20,3.00,4.20,5
ABUS,4013W,"Law, Ethics, & Risk for Mgrs",Spr 2025,5.25,4.50,3.75,5.25,5.25,5.25,5.00,4
ABUS,4022W,Management in Organizations,Spr 2024,5.53,5.22,5.50,5.47,5.53,5.63,5.53,19
ABUS,4023W,Communicating for Results,Fall 2020,5.31,5.15,5.69,5.31,5.62,5.62,5.62,13
ABUS,4023W,Communicating for Results,Spr 2021,5.00,4.88,5.33,5.00,5.22,5.44,5.33,9
ABUS,4023W,Communicating for Results,Sum 2021,5.17,4.50,5.33,5.33,5.00,5.67,5.17,6
ABUS,4023W,Communicating for Results,Fall 2021,5.60,5.13,5.73,5.53,5.47,5.73,5.53,15
ABUS,4023W,Communicating for Results,Spr 2022,5.42,4.58,5.42,5.25,5.58,5.25,5.08,12
ABUS,4023W,Communicating for Results,Fall 2022,5.55,5.09,5.45,5.55,5.55,5.64,5.64,11
ABUS,4023W,Communicating for Results,Spr 2023,5.67,5.33,5.56,5.67,5.78,5.67,5.78,9
ABUS,4023W,Communicating for Results,Sum 2023,5.00,5.00,6.00,5.00,6.00,6.00,6.00,2
ABUS,4023W,Communicating for Results,Spr 2024,5.50,5.31,5.63,5.50,5.63,5.69,5.44,16
ABUS,4023W,Communicating for Results,Sum 2024,6.00,6.00,6.00,6.00,5.00,6.00,6.00,3
ABUS,4023W,Communicating for Results,Fall 2024,5.67,5.58,5.75,5.75,5.83,5.83,5.75,12
ABUS,4023W,Communicating for Results,Spr 2025,5.52,5.38,5.60,5.62,5.62,5.71,5.43,21
ABUS,4571W,Grant Writ Health & Nonprofit,Fall 2023,4.80,3.40,5.00,4.60,4.20,2.80,3.20,5
ACCT,1911,The Language of Business,Fall 2020,5.53,4.87,5.53,5.47,5.47,5.47,5.20,15
ACCT,1911,The Language of Business,Spr 2021,5.67,5.46,5.69,5.69,5.23,5.69,5.38,13
ACCT,1911,The Language of Business,Fall 2021,6.00,6.00,5.83,6.00,5.83,5.75,5.92,12
ACCT,1911,The Language of Business,Spr 2022,5.42,5.42,5.33,5.17,5.42,5.67,5.50,13
ACCT,1911,The Language of Business,Fall 2022,5.69,5.77,5.69,5.77,5.77,6.00,6.00,13
ACCT,1911,The Language of Business,Spr 2023,5.82,5.91,5.82,5.73,5.64,5.64,5.73,11
ACCT,1911,The Language of Business,Fall 2023,5.60,5.67,5.67,5.73,5.73,5.67,5.71,15
ACCT,1911,The Language of Business,Spr 2024,5.69,5.47,5.53,5.73,5.73,5.80,5.67,16
ACCT,1911,The Language of Business,Fall 2024,5.60,5.47,5.64,5.73,5.60,5.43,5.64,15
ACCT,1911,The Language of Business,Spr 2025,5.77,5.62,5.77,5.62,5.54,5.92,5.92,13
ACCT,2050,Intr Financial Rptg,Fall 2020,5.31,4.62,5.20,5.17,5.16,5.19,5.06,345
ACCT,2050,Intr Financial Rptg,Spr 2021,5.14,4.46,5.09,5.07,4.98,5.07,4.85,388
ACCT,2050,Intr Financial Rptg,Sum 2021,4.06,3.59,3.65,4.12,4.18,3.71,3.47,17
ACCT,2050,Intr Financial Rptg,Fall 2021,5.39,4.92,5.29,5.33,5.26,5.29,5.22,503
ACCT,2050,Intr Financial Rptg,Spr 2022,5.44,4.79,5.41,5.40,5.23,5.41,5.16,357
ACCT,2050,Intr Financial Rptg,Fall 2022,5.12,4.46,5.06,4.99,4.87,5.06,4.78,693
ACCT,2050,Intr Financial Rptg,Spr 2023,5.37,4.87,5.31,5.38,5.18,5.34,5.07,551
ACCT,2050,Intr Financial Rptg,Sum 2023,5.80,5.36,5.87,5.87,5.53,5.87,5.80,15
ACCT,2050,Intr Financial Rptg,Spr 2024,5.22,4.71,5.21,5.25,5.06,5.30,4.93,530
ACCT,2050,Intr Financial Rptg,Sum 2024,5.64,5.36,5.43,5.57,5.36,5.43,5.36,14
ACCT,2050,Intr Financial Rptg,Fall 2024,5.32,4.86,5.19,5.23,5.16,5.31,5.16,459
ACCT,2050,Intr Financial Rptg,Spr 2025,5.42,5.03,5.30,5.35,5.31,5.52,5.25,571
ACCT,3001,Intro Mgmt Acct,Fall 2020,5.39,4.69,5.45,5.39,5.36,5.61,5.10,224
ACCT,3001,Intro Mgmt Acct,Spr 2021,5.49,4.88,5.37,5.47,5.50,5.57,5.31,163
ACCT,3001,Intro Mgmt Acct,Sum 2021,5.55,5.30,5.50,5.60,5.45,5.50,5.30,20
ACCT,3001,Intro Mgmt Acct,Fall 2021,5.11,4.37,5.27,5.16,4.94,5.22,4.77,188
ACCT,3001,Intro Mgmt Acct,Spr 2022,5.59,4.95,5.55,5.55,5.64,5.68,5.39,167
ACCT,3001,Intro Mgmt Acct,Fall 2022,4.92,4.17,5.04,5.00,4.65,5.09,4.48,205
ACCT,3001,Intro Mgmt Acct,Spr 2023,5.52,4.87,5.45,5.42,5.53,5.34,5.23,203
ACCT,3001,Intro Mgmt Acct,Sum 2023,5.46,5.07,5.50,5.57,5.54,5.61,5.50,28
ACCT,3001,Intro Mgmt Acct,Spr 2024,5.39,4.95,5.42,5.44,5.31,5.55,5.22,358
ACCT,3001,Intro Mgmt Acct,Sum 2024,5.56,5.07,5.60,5.52,5.41,5.64,5.46,59
ACCT,3001,Intro Mgmt Acct,Fall 2024,5.36,4.94,5.43,5.43,5.30,5.50,5.24,401
ACCT,3001,Intro Mgmt Acct,Spr 2025,5.39,4.97,5.34,5.36,5.27,5.46,5.28,293
ACCT,3201,Intermed Mgmt Acct,Fall 2020,5.24,4.89,5.37,5.20,5.22,5.07,5.26,54
ACCT,3201,Intermed Mgmt Acct,Spr 2021,4.87,4.76,5.05,5.01,5.06,4.99,4.96,67
ACCT,3201,Intermed Mgmt Acct,Fall 2021,5.04,4.74,5.13,5.07,5.30,5.06,5.13,54
ACCT,3201,Intermed Mgmt Acct,Spr 2022,4.88,4.63,5.32,4.79,5.33,5.25,5.04,24
ACCT,3201,Intermed Mgmt Acct,Fall 2022,5.21,5.13,5.36,5.33,5.48,4.87,5.46,70
ACCT,3201,Intermed Mgmt Acct,Spr 2023,5.40,5.15,5.46,5.59,5.34,5.22,5.43,50
ACCT,3201,Intermed Mgmt Acct,Fall 2024,5.14,5.02,5.29,5.46,5.39,4.83,5.40,59
ACCT,3201,Intermed Mgmt Acct,Spr 2025,4.48,4.29,4.77,4.65,4.97,4.50,4.42,31
ACCT,5101,Intermediate Accounting I,Fall 2020,5.39,4.76,5.35,5.27,4.92,5.40,5.06,130
ACCT,5101,Intermediate Accounting I,Spr 2021,5.18,4.54,5.28,5.18,4.37,5.30,4.70,98
ACCT,5101,Intermediate Accounting I,Sum 2021,5.81,5.43,5.86,5.76,5.48,5.67,5.67,21
ACCT,5101,Intermediate Accounting I,Fall 2021,5.34,4.71,5.28,5.26,4.91,5.36,4.93,135
ACCT,5101,Intermediate Accounting I,Spr 2022,5.58,4.86,5.40,5.41,5.01,5.47,5.07,84
ACCT,5101,Intermediate Accounting I,Fall 2022,5.55,5.08,5.51,5.58,5.11,5.57,5.21,132
ACCT,5101,Intermediate Accounting I,Spr 2023,5.38,4.94,5.35,5.42,4.98,5.46,5.11,123
ACCT,5101,Intermediate Accounting I,Sum 2023,5.00,6.00,6.00,6.00,6.00,6.00,6.00,2
ACCT,5101,Intermediate Accounting I,Spr 2024,5.50,4.78,5.41,5.40,4.94,5.50,4.91,36
ACCT,5101,Intermediate Accounting I,Sum 2024,6.00,5.67,5.67,6.00,5.67,5.67,5.67,3
ACCT,5101,Intermediate Accounting I,Fall 2024,5.50,5.05,5.42,5.51,5.33,5.59,5.25,203
ACCT,5101,Intermediate Accounting I,Spr 2025,5.55,5.04,5.38,5.57,5.16,5.58,5.31,77
ACCT,5102,Intermediate Accounting II,Fall 2020,4.79,4.04,4.62,4.44,4.05,4.41,3.85,82
ACCT,5102,Intermediate Accounting II,Spr 2021,4.91,4.53,4.89,4.68,4.60,4.67,4.48,45
ACCT,5102,Intermediate Accounting II,Fall 2021,5.62,5.37,5.46,5.58,5.47,5.60,5.56,62
ACCT,5102,Intermediate Accounting II,Spr 2022,4.48,3.80,4.08,3.88,3.88,4.80,3.68,25
ACCT,5102,Intermediate Accounting II,Fall 2022,5.66,5.34,5.73,5.76,5.63,5.78,5.51,41
ACCT,5102,Intermediate Accounting II,Spr 2023,5.48,5.24,5.42,5.56,5.12,5.44,5.29,25
ACCT,5102,Intermediate Accounting II,Fall 2023,5.42,5.03,5.24,5.29,5.15,5.45,5.07,62
ACCT,5102,Intermediate Accounting II,Spr 2024,5.61,5.39,5.43,5.58,5.36,5.52,5.48,33
ACCT,5102,Intermediate Accounting II,Fall 2024,5.36,4.84,5.12,5.10,4.84,5.14,4.81,70
ACCT,5102,Intermediate Accounting II,Spr 2025,5.70,5.42,5.62,5.64,5.36,5.60,5.38,53
ACCT,5122,Auditing II,Fall 2024,4.68,4.51,4.57,4.78,4.81,4.47,4.46,37
ACCT,5122,Auditing II,Spr 2025,5.45,5.20,5.73,5.64,5.56,5.65,5.46,55
ACCT,5125,Auditing,Fall 2020,5.57,5.34,5.20,5.37,5.51,5.63,5.59,35
ACCT,5125,Auditing,Spr 2021,5.35,4.94,5.39,5.16,5.31,5.44,5.28,32
ACCT,5125,Auditing,Sum 2021,4.00,4.75,4.50,5.00,5.25,3.25,5.00,4
ACCT,5125,Auditing,Fall 2021,5.18,4.90,4.95,5.15,5.46,5.26,5.08,39
ACCT,5125,Auditing,Spr 2022,5.50,5.35,5.55,5.70,5.75,5.75,5.70,20
ACCT,5125,Auditing,Fall 2022,5.69,5.46,5.28,5.54,5.58,5.58,5.69,26
ACCT,5125,Auditing,Spr 2023,5.19,4.96,5.07,5.19,5.41,5.22,5.23,27
ACCT,5125,Auditing,Sum 2023,5.67,5.67,5.50,5.67,5.50,5.67,5.67,6
ACCT,5126,Internal Auditing,Fall 2020,5.14,5.00,5.00,5.00,4.71,5.14,5.14,7
ACCT,5126,Internal Auditing,Spr 2021,5.39,5.00,5.37,5.23,5.53,5.59,5.38,32
ACCT,5126,Internal Auditing,Fall 2021,5.35,5.00,5.40,5.10,5.25,5.25,5.10,20
ACCT,5126,Internal Auditing,Spr 2022,5.15,4.69,4.92,4.92,5.08,5.15,5.00,13
ACCT,5126,Internal Auditing,Fall 2022,5.50,4.33,4.83,5.00,4.83,4.67,4.50,6
ACCT,5126,Internal Auditing,Spr 2023,4.73,4.20,5.13,4.87,5.40,5.47,4.60,15
ACCT,5126,Internal Auditing,Fall 2023,5.33,5.33,5.36,5.25,5.67,5.42,5.50,12
ACCT,5126,Internal Auditing,Spr 2024,5.20,4.60,5.14,5.00,5.20,4.60,4.93,15
ACCT,5126,Internal Auditing,Fall 2024,5.39,4.72,5.11,5.39,5.39,5.56,5.17,18
ACCT,5126,Internal Auditing,Spr 2025,5.77,5.23,5.33,5.54,5.62,5.46,5.38,13
ACCT,5135,Federal Income Tax,Fall 2020,5.58,5.44,5.60,5.53,5.44,5.59,5.42,55
ACCT,5135,Federal Income Tax,Spr 2021,5.52,5.09,5.45,5.36,5.43,5.43,5.25,44
ACCT,5135,Federal Income Tax,Fall 2021,5.43,5.24,5.11,5.36,5.16,5.42,5.23,45
ACCT,5135,Federal Income Tax,Spr 2022,5.05,4.46,4.77,4.84,4.51,5.11,4.54,39
ACCT,5135,Federal Income Tax,Fall 2022,5.72,5.49,5.64,5.59,5.41,5.64,5.53,39
ACCT,5135,Federal Income Tax,Spr 2023,5.40,5.00,5.23,5.37,4.93,5.43,4.73,30
ACCT,5135,Federal Income Tax,Fall 2023,5.71,5.49,5.61,5.62,5.58,5.66,5.66,38
ACCT,5135,Federal Income Tax,Spr 2024,4.53,4.41,4.56,4.71,4.47,5.00,4.29,17
ACCT,5135,Federal Income Tax,Fall 2024,5.56,5.36,5.60,5.52,5.49,5.65,5.56,84
ACCT,5135,Federal Income Tax,Spr 2025,5.72,5.53,5.56,5.58,5.60,5.78,5.72,36
ACCT,5141,Financial-Data Analytics,Fall 2020,4.59,4.14,4.65,4.40,3.83,4.74,4.03,35
ACCT,5141,Financial-Data Analytics,Spr 2021,4.88,4.76,4.73,4.82,3.85,4.91,4.42,33
ACCT,5141,Financial-Data Analytics,Fall 2021,4.91,4.65,5.04,4.98,4.83,5.04,4.87,46
ACCT,5141,Financial-Data Analytics,Spr 2022,5.41,5.27,5.45,5.50,4.82,5.00,5.18,22
ACCT,5141,Financial-Data Analytics,Fall 2022,5.37,5.11,5.32,5.38,5.50,5.26,5.32,65
ACCT,5141,Financial-Data Analytics,Spr 2023,5.43,5.19,5.56,5.41,4.92,5.17,5.17,63
ACCT,5141,Financial-Data Analytics,Fall 2023,5.11,4.47,5.20,5.16,5.24,5.27,4.82,45
ACCT,5141,Financial-Data Analytics,Spr 2024,5.69,5.36,5.56,5.69,5.39,5.60,5.39,62
ACCT,5141,Financial-Data Analytics,Fall 2024,4.87,4.48,4.74,4.92,5.08,4.97,4.53,62
ACCT,5141,Financial-Data Analytics,Spr 2025,5.56,5.36,5.56,5.59,5.03,5.49,5.28,70
ACCT,5161,Financial Statement,Fall 2020,5.60,5.32,5.66,5.51,5.59,5.60,5.55,88
ACCT,5161,Financial Statement,Spr 2021,4.61,4.43,4.80,4.79,4.50,4.96,4.54,28
ACCT,5161,Financial Statement,Fall 2021,5.27,5.12,5.44,5.35,5.26,5.31,5.34,99
ACCT,5161,Financial Statement,Spr 2022,5.52,5.34,5.58,5.43,5.70,5.75,5.59,56
ACCT,5161,Financial Statement,Fall 2022,5.54,5.29,5.60,5.52,5.55,5.63,5.60,90
ACCT,5161,Financial Statement,Spr 2023,4.86,4.96,4.86,4.86,4.93,4.54,5.00,28
ACCT,5161,Financial Statement,Fall 2023,5.61,5.42,5.55,5.62,5.55,5.68,5.62,72
ACCT,5161,Financial Statement,Spr 2024,5.10,4.96,4.98,5.20,5.16,5.18,5.08,50
ACCT,5161,Financial Statement,Fall 2024,4.72,4.63,4.85,4.90,5.12,5.01,4.81,69
ACCT,5161,Financial Statement,Spr 2025,5.05,5.00,5.27,5.23,5.55,5.45,5.19,78
ACCT,5181,Advanced Reporting,Spr 2021,5.50,5.18,5.50,5.43,5.23,5.46,5.32,28
ACCT,5181,Advanced Reporting,Spr 2022,5.30,4.75,5.41,5.38,4.97,5.53,4.97,33
ACCT,5181,Advanced Reporting,Spr 2023,5.61,5.11,5.61,5.50,5.06,5.61,5.28,18
ACCT,5181,Advanced Reporting,Spr 2024,5.68,5.09,5.45,5.64,5.41,5.68,5.45,22
ACCT,5181,Advanced Reporting,Spr 2025,5.08,4.67,5.27,4.92,4.92,5.50,4.67,12
ACCT,5201,Intermed Mgmt Acct,Fall 2023,5.09,4.85,5.28,5.18,5.34,5.13,5.20,56
ACCT,5201,Intermed Mgmt Acct,Spr 2024,5.36,5.26,5.45,5.46,5.64,5.44,5.42,39
ACCT,5236,Taxation of Business,Fall 2020,5.65,5.29,5.41,5.24,5.47,5.47,5.35,17
ACCT,5236,Taxation of Business,Spr 2021,5.83,5.28,5.67,5.56,5.61,5.72,5.56,18
ACCT,5236,Taxation of Business,Fall 2021,5.40,5.19,4.86,5.38,5.38,5.24,5.24,21
ACCT,5236,Taxation of Business,Spr 2022,5.59,5.24,5.00,5.53,5.47,5.18,5.12,17
ACCT,5236,Taxation of Business,Fall 2022,5.47,5.19,5.41,5.65,5.59,5.53,5.41,17
ACCT,5236,Taxation of Business,Spr 2023,5.33,5.07,5.47,5.47,5.67,5.40,5.40,15
ACCT,5236,Taxation of Business,Fall 2023,5.63,5.50,5.50,5.88,5.88,5.00,5.75,8
ACCT,5236,Taxation of Business,Spr 2024,5.75,5.63,5.71,5.63,5.75,5.75,5.75,8
ACCT,5236,Taxation of Business,Fall 2024,5.67,5.50,5.58,5.75,5.67,5.67,5.50,12
ACCT,5236,Taxation of Business,Spr 2025,5.00,4.44,4.67,5.25,5.38,5.00,4.89,9
ACCT,5311,International Acct,Spr 2021,5.25,4.59,5.19,5.09,4.91,5.22,4.97,32
ACCT,5311,International Acct,Spr 2022,5.37,5.19,5.52,5.48,5.56,5.63,5.26,27
ACCT,5311,International Acct,Spr 2023,5.30,4.81,5.12,5.52,5.15,5.44,5.00,27
ACCT,5311,International Acct,Spr 2024,5.46,5.26,5.17,5.46,5.00,5.25,5.21,24
ACCT,5311,International Acct,Spr 2025,5.20,5.00,5.17,4.92,4.92,5.20,4.96,25
ACCT,5900,Topics in Accounting,Spr 2023,5.44,5.22,5.22,5.78,5.89,5.56,5.67,9
ACCT,5900,Topics in Accounting,Spr 2024,5.50,5.50,5.75,5.50,5.75,5.75,5.75,4
ACCT,6102,Financial Statement Analysis,Fall 2020,5.37,5.35,5.70,5.60,5.60,5.75,5.70,20
ACCT,6102,Financial Statement Analysis,Fall 2021,5.71,5.47,5.67,5.67,5.72,5.72,5.69,36
ACCT,6102,Financial Statement Analysis,Fall 2022,5.64,5.47,5.71,5.57,5.66,5.40,5.66,36
ACCT,6102,Financial Statement Analysis,Spr 2023,5.88,5.52,5.80,5.79,5.72,5.79,5.79,26
ACCT,6102,Financial Statement Analysis,Fall 2023,5.59,5.59,5.72,5.59,5.53,5.66,5.69,32
ACCT,6102,Financial Statement Analysis,Spr 2024,5.32,5.09,5.68,5.41,5.64,5.68,5.45,22
ACCT,6102,Financial Statement Analysis,Fall 2024,5.73,5.67,5.78,5.78,5.81,5.84,5.81,37
ACCT,6102,Financial Statement Analysis,Spr 2025,5.29,5.15,5.50,5.41,5.44,5.68,5.32,34
ACCT,6601,Internal Control,Fall 2020,5.64,5.58,5.58,5.73,5.62,5.54,5.65,26
ACCT,6601,Internal Control,Fall 2021,5.33,5.14,5.36,5.33,5.05,4.88,5.14,42
ACCT,6601,Internal Control,Fall 2022,5.13,5.13,5.43,5.13,5.29,5.10,4.94,31
ACCT,6601,Internal Control,Fall 2023,4.36,3.40,4.18,3.90,4.09,4.18,3.45,11
ACCT,6601,Internal Control,Fall 2024,4.94,4.71,4.88,4.94,5.24,4.47,4.47,17
ACCT,6602,SEC - Standard Setting,Fall 2020,5.71,5.54,5.79,5.79,5.88,5.50,5.79,24
ACCT,6602,SEC - Standard Setting,Fall 2021,5.41,5.23,5.59,5.59,5.67,5.28,5.49,39
ACCT,6602,SEC - Standard Setting,Fall 2022,5.50,5.21,5.61,5.54,5.57,5.38,5.54,24
ACCT,6602,SEC - Standard Setting,Fall 2023,5.81,5.56,5.69,5.88,5.75,5.88,5.81,16
ACCT,6602,SEC - Standard Setting,Fall 2024,5.63,5.50,5.68,5.72,5.66,5.63,5.69,32
ACCT,6603,Advanced Auditing,Spr 2021,5.50,5.25,5.50,5.50,5.50,5.63,5.50,8
ACCT,6603,Advanced Auditing,Spr 2022,5.73,5.64,5.27,5.73,5.45,5.55,5.82,11
ACCT,6604,Advanced Management Accounting,Fall 2020,5.53,5.56,5.63,5.63,5.38,5.38,5.50,16
ACCT,6604,Advanced Management Accounting,Fall 2021,5.05,5.00,4.95,5.05,5.32,5.05,5.32,19
ACCT,6606,Financial Data Analytics,Fall 2020,5.11,4.89,4.89,4.78,4.72,5.17,4.83,18
ACCT,6606,Financial Data Analytics,Fall 2021,4.89,4.52,5.33,5.05,5.10,5.14,4.67,21
ACCT,6606,Financial Data Analytics,Fall 2022,5.79,5.68,5.83,5.79,5.66,5.66,5.79,29
ACCT,6606,Financial Data Analytics,Fall 2023,5.72,5.39,5.89,5.89,5.67,5.61,5.78,18
ACCT,6606,Financial Data Analytics,Fall 2024,5.48,5.26,5.57,5.61,5.52,5.61,5.36,23
ACCT,8801,Empirical Research I,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
ACCT,8801,Empirical Research I,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ACCT,8802,Empirical Research II,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ACCT,8802,Empirical Research II,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
ACCT,8802,Empirical Research II,Fall 2024,6.00,6.00,5.75,6.00,5.75,6.00,6.00,4
ACCT,8803,Empirical Research III,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ACCT,8803,Empirical Research III,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
ACCT,8811,Info Econ I,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,4
ACCT,8812,Topics in Inform Economics II,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
ACCT,8813,Information Economics III,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ACCT,8813,Information Economics III,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
ACCT,8821,Topics in Capital Mrkts I,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ACCT,8822,Topics in Capital Markets II,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ACCT,8822,Topics in Capital Markets II,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
ACCT,8823,Capital Markets III,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
ACCT,8823,Capital Markets III,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
ACCT,8831,Analytical Research Topics I,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
ACCT,8831,Analytical Research Topics I,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ACCT,8832,Analytical Research Topics II,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ACCT,8832,Analytical Research Topics II,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ACCT,8832,Analytical Research Topics II,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
ACCT,8832,Analytical Research Topics II,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ACCT,8833,Topic Analytical Research III,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
